id,serviceName,orgName,areaName,applyStartTime,applyEndTime,cashStandard,applyCondition,policyBasisFiles,policyBasisLinks
1672886587251150849,支持中药产业公共服务平台建设,发改部门,安徽省,2024-06-15,2024-07-31,对经评定的中药产业公共服务项目，按其固定资产投入（不含土地投入）的20%予以补助，最高500万元。补助资金采取分期分批拨付方式，项目启动后拨付50%，项目建成运营并通过验收后拨付剩余资金。,"1. 基本条件
（1）项目实施单位为省内独立法人机构。
（2）项目在省内建设运营，具备中药领域关键共性技术研发、中试熟化、检验检测等功能（具备一项或多项）。
（3）项目启动时间不早于2022年1月1日，并最迟于2024年12月31日前建成。
2. 绩效目标
（1）项目完成总投资不低于2000万元，其中设备投资不低于1000万元。
（2）专职运营人员不少于10人。
（3）年度对外提供服务不少于5次。",安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知；安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
1672884052524191745,实施新能源汽车和智能网联汽车产业技术创新工程,发改部门,安徽省,2023-06-15,2023-07-31,对经审核认定的共性关键技术研发及产业化项目，给予承担单位投入最高20%的补助，单个项目省级补助金额最高1000万元。,"1. 基本条件
（1）项目符合2023年度支持方向。
（2）项目实施单位为省内独立法人企业，或由省内独立法人企业牵头，联合产业链上下游企业或高校院所组成的创新联合体。
（3）项目实施单位围绕申报方向已取得至少一项行业领先的研发成果，并实现产业化或具有较好的产业化潜力。
（4）项目启动时间不早于2021年1月1日。
（5）项目实施单位此前已牵头承担新能源汽车和智能网联汽车产业技术创新工程同一细分方向项目、尚未验收的，不予支持。
2. 绩效目标
新能源汽车领域：
（1）完成研发投入不少于1000万元。
（2）完成产业化阶段对应设备投入不少于5000万元。
（3）项目实施周期内提交与研发内容相关专利申请获得受理数量不少于3项。",安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442；https://www.ah.gov.cn/public/1681/564217821.html
1671473427705155586,支持新材料产业重大研发产业化项目,发改部门,安徽省,2024-06-15,2024-07-31,按照研发费用和设备投入最高20%给予补助，单个项目省级最高补助500万元。省级补助资金中奖励项目科研团队的比例不低于50%。,"1. 基本条件
（1）项目符合2023年度支持方向。
（2）项目实施单位为省内独立法人企业或由省内独立法人企业牵头，联合产业链上下游企业或高校院所组成的创新联合体。
（3）项目实施单位围绕申报方向已取得至少一项行业领先的研发成果，并实现产业化或具有较好的产业化潜力。
（4）项目启动时间不早于2021年1月1日。
2. 绩效目标
（1）完成研发投入不少于300万元。
（2）完成产业化阶段对应设备投入不少于3000万元。
（3）项目实施周期内提交与研发内容相关专利申请获得受理数量不少于1项。",安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知；安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
1671470372817391618,支持人工智能产业创新能力提升,发改部门,安徽省,2023-06-15,2023-07-31,对技术含量高、市场潜力大的研发按照不超过项目研发费用的50%予以补助，单个项目补助最高500万元。,"1. 基本条件
（1）项目符合2023年度支持方向。
（2）项目实施单位为省内独立法人企业。
（3）项目实施单位围绕申报方向已取得至少一项行业领先的研发成果，并实现产业化或具有较好的产业化潜力。
（4）项目启动时间不早于2021年1月1日。
2. 绩效目标
（1）完成研发投入不少于500万元。
（2）完成产业化阶段对应设备投入不少于2000万元。
（3）项目实施周期内提交与研发内容相关专利申请获得受理数量不少于1项。",安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442；https://www.ah.gov.cn/public/1681/564217821.html
1669622490157993986,“未来新徽商”特训营第三方服务费支付,人社部门,安徽省,2023-12-31,2023-12-31,根据中标的金额及验收情况确定。,中标“未来新徽商”特训营第三方服务项目，达到合同规定的付款条件后支付。,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；安徽省人民政府关于印发创业安徽行动方案的通知,https://www.ah.gov.cn/public/1681/564217821.html；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1554011475789942785
1669148885477412866,省级创业研究院补助,人社部门,安徽省,2023-01-01,2023-12-31,最高给予50万元补助，补助资金分3年拨付，第1年最高20万元，第2年最高20万元，第3年最高10万元。,按照省人力资源社会保障厅、省教育厅、省财政厅相关认定文件要求，被认定为省级创业研究院。,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；关于认定首批省级创业研究院的通知,https://www.ah.gov.cn/public/1681/564217821.html；https://www.ah.gov.cn/public/1681/564217821.html；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1674221215774187522
1648508492408086530,支持省内骨干企业与央企、省外大型企业组建联合体,住建部门,安徽省,2023-04-19,,抽水蓄能电站、跨江越河桥梁隧道、大型机场航站楼等高精尖项目实行“联合体”招标，支持省内骨干企业与具有相应资质、相关工程业绩的央企、省外大型企业组成“联合体”参与市场竞争。,抽水蓄能电站、跨江越河桥梁隧道、大型机场航站楼等高精尖项目实行“联合体”招标，支持省内骨干企业与具有相应资质、相关工程业绩的央企、省外大型企业组成“联合体”参与市场竞争。,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ah.gov.cn/public/1681/564217821.html
1672888643030536194,支持产业基础共性技术服务平台项目建设,发改部门,安徽省,2024-06-15,2024-07-31,对经评定的产业公共服务平台项目，按其固定资产投入（不含土地投入）的20%予以补助，省级最高补助500万元。补助资金采取分期分批拨付方式，项目启动后拨付50%，项目建成运营并通过验收后拨付剩余资金。,"1. 基本条件
（1）项目实施单位为省内独立法人机构或地方政府及其相关部门、派出机构。
（2）项目建成后，可在产业基础领域（基础零部件、基础元器件、基础材料、基础软件、基础工艺、未来产业基础）具备关键共性技术研发、中试熟化、检验检测等公共服务功能（具备一项或多项）。
2. 绩效目标
（1）项目完成总投资不低于2000万元，其中设备投资不低于1000万元。
（2）专职运营人员不少于10人。
（3）年度对外提供服务不少于5次。",安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知；安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
2043861402018082817,国家级专精特新“小巨人”企业奖补,工信部门,安徽省,2025-01-16,,每户100万元,获得国家级专精特新“小巨人”称号的企业,安徽省制造业优质企业成长计划,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1879806772912660481
2041710785156698114,省专精特新专板奖补,工信部门,安徽省,2026-01-01,2026-06-30,对集中进入省“专精特新”专板培育的专精特新企业，省级给予一次性奖补20万元 ,对集中进入省“专精特新”专板培育的专精特新企业,安徽省制造业优质企业成长计划,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1879806772912660481
2034075855456268289,培育卓越级、领航级智能工厂,工信部门,安徽省,2026-03-31,2026-06-30,对获得国家智能制造示范工厂的企业奖补200万元；对获得国家智能制造优秀场景的企业奖补50万元，每增加1个国家智能制造优秀场景增加10万元，最高不超过100万元。,获得国家智能工厂和优秀场景称号的企业。,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知；关于巩固拓展经济稳中向好势头若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
1676490877819985921,新进入中国民营经济500强企业奖补,工信部门,安徽省,2024-03-20,2024-09-30,每户一次性奖励100万元,新进入中国民营企业500强的企业,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；安徽省人民政府关于印发支持制造强省建设若干政策的通知,https://www.ah.gov.cn/public/1681/564217821.html；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1581901187441410050
1658429755075764226,2023年省级数字化转型典型示范项目,工信部门,安徽省,2024-03-11,2024-06-30,按项目设备、工业软件购置额，给予10%的奖补，单个项目最高奖补500万元，当年预拨50%，剩余50%待评估后根据情况再行拨付。,"申报企业。在安徽省境内注册，具有独立法人资格，法人治理结构规范，成立一周年以上；财务管理制度健全，会计核算真实、完整，并按照《企业财务通则》等规定及时编报会计报表。
项目方向。数字化转型项目应在研发设计、生产、采购、销售、财务、人力、办公等关键环节应用数字化设备和信息管理系统；产业基础能力提升项目方向符合2022年《工业强基任务表》；产业链现代化水平提升项目方向符合2022年《重点短板领域技术改造指导目录》；数字化绿色化协同符合《制造业数字化绿色化协同改造指导目录》规定的方向。
工业互联网平台搭建和使用。企业基础数智能力良好，有面向企业集团或工厂内部应用的工业互联网平台。
项目实施进度。项目在建，前期工作完备，资金落实到位，项目已购置设备和软件额不低于2000万元。原则上项目自申报年度开始2年内预计可完工。
项目预计效益。项目实施可优化研发设计、生产制造、运营管理等资源配置效率，促进节能降耗和效益的提升，带动产业链上下游整体转型。",安徽省人民政府办公厅关于印发以数字化转型推动制造业高端化智能化绿色化发展实施方案及支持政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1637974993549049858；https://www.ah.gov.cn/public/1681/564217821.html
1656156332857401346,合肥综合性国家科学中心建设奖补,发改部门,安徽省,,,省级主管部门按程序将专项资金安排建议向社会公示后，提请省政府常务会议审议，涉及大额资金安排的提请省委审定,项目入库后，项目单位可申请专项资金支持（第14条）,合肥综合性国家科学中心办公室关于印发合肥综合性国家科学中心项目支持管理办法的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1640255017218277377；https://www.ah.gov.cn/public/1681/564217821.html
1655764323181174785,普惠型小微企业贷款风险补偿引导资金,金融部门,安徽省,2023-01-30,2023-12-31," 风险补偿引导资金补偿标准：
（一）省级风险补偿引导资金按市级风险补偿资金补偿标准的50%给予补贴；对于皖北地区和安徽大别山革命老区，省级风险补偿引导资金按市级风险补偿资金补偿标准的60%给予补贴。
（二）省级风险补偿上限不超过该笔不良贷款（本金余额，下同）的7.5%；对于皖北地区和安徽大别山革命老区，上述标准提高至9%。
（三）该笔贷款属于普惠型小微企业在银行业金融机构获得的首笔贷款，或是以信用方式获得的贷款，省级补偿标准上限提高至15%；对于皖北地区和安徽大别山革命老区，上述标准提高至18%。
（四）各级政策资金对银行累计补偿金额不得超过其本金金额的80%。
（五）该政策与科技企业贷款风险补偿等省级风险补偿支持政策不同享。","1.风险补偿引导资金补偿对象为各市级风险补偿资金。
2.申请风险补偿引导资金的贷款项目，单户企业贷款额度最高不超过1000万元，小微企业主和个体工商户贷款额度最高不超过300万元。
3.纳入风险补偿引导资金的贷款项目必须为新发放的银行贷款（含续贷）。
4.银行贷款项目中由融资担保公司担保的项目，对银行不予以风险补偿。
5.申请风险补偿引导资金的贷款项目中，当银行的不良贷款率超过4%时，即暂停办理该银行不良贷款项目的风险补偿业务。待前述比例降至4%以内，恢复办理该银行不良贷款项目的风险补偿业务。",安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；安徽省普惠型小微企业贷款风险补偿引导资金管理暂行办法,https://www.ah.gov.cn/public/1681/564217821.html；http：//ahjr.ah.gov.cn/publ
1655507928619851777,省级服务业集聚示范园区认定奖补,发改部门,安徽省,2023-01-01,2023-12-31,对省级现代服务业集聚示范园区，省服务业发展引导资金给予最高300万元一次性奖补。,省级服务业集聚示范区（含省级示范物流园区）,安徽省人民政府关于印发加快发展现代服务业若干政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://fzggw.ah.gov.cn/public/7011/140798641.html；https://www.ah.gov.cn/public/1681/564217821.html
1655462147670056962,委托旅行社或具有疗休养资质的文旅企业代办事项预付款比例不低于50%,其他部门,安徽省,2023-03-09,2023-11-30,"落实职工疗休养和带薪休假制度，委托旅行社或具有疗休养资质的文旅企业代理安排交通、住宿、餐饮、会务等事项的，预付款比例不低于50%。
",各级机关、国有企事业单位委托旅行社或具有疗休养资质的文旅企业,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；关于印发《2023年困难职工精准帮扶提升行动实施方案》《2023年全省工会职工疗休养活动工作方案》《2023年全省工会组织万名农民工、新就业形态劳动者免费体检活动工作方案》的通知,https://www.ah.gov.cn/public/1681/564217821.html；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1655459451441422338
1655405731265552385,灵活就业人员增员,医保部门,安徽省,2022-05-06,,灵活就业人员首次在统筹地区参加职工医保的，设置不超过6个月待遇享受等待期，等待期满并按规定继续缴纳基本医保费的，享受统筹地区规定的职工医保保障待遇。,职工非用工形式缴纳医疗保险。,安徽省医疗保障局安徽省财政厅国家税务总局安徽省税务局关于进一步促进新就业形态劳动者参加基本医疗保险工作的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648169544792326146；https://www.ah.gov.cn/public/1681/564217821.html
1654835803919654914,衔接推进乡村振兴补助资金,其他部门,安徽省,2023-01-01,,各县（市、区）根据项目序时进度和合同约定据实拨付衔接资金。,纳入巩固拓展脱贫攻坚成果和乡村振兴项目库管理，本年度衔接推进乡村振兴补助资金支持项目的实施单位或个人，依据项目序时进度和合同约定申请，各县（市、区）据实拨付衔接资金。,关于进一步做好项目库建设及2023年度中央和省级财政衔接推进乡村振兴补助资金使用和项目安排的通知（安排衔接全面推进乡村振兴补助资金30亿元以上，优先支持联农带农富农产业发展）；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1654383951587483649；https://www.ah.gov.cn/public/1681/564217821.html
1654746127493931010,省级跨境电商产业园年度评估优秀奖励,商务部门,安徽省,,,对年度评估等次为优秀的给予最高30万元资金支持。,2023年评估等次为优秀的省级跨境电商产业园,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1654391660613378049,电力接入工程“零投资”,"发改部门,物价部门",安徽省,2021-03-01,,享受电力接入工程“零投资”政策,无,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；安徽省发展改革委安徽省能源局关于进一步做好电力接入工程“零投资”创建一流营商环境的通知,https://www.ah.gov.cn/public/1681/564217821.html；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1640168458469048322
1651056262176743426,租赁公共海外仓资金支持,商务部门,安徽省,,,对租赁公共海外仓、年海外销售额达200万美元以上，且海外仓年使用费用超过5万美元的，按照海外仓年使用费用给予最高10%的资金支持；对租赁公共海外仓、年海外销售额达500万美元以上，且海外仓年使用费用超过15万美元的，按照海外仓年使用费用给予最高15%的资金支持，对在美国、欧盟、“一带一路”、RCEP等重点、新兴市场租赁海外仓的支持比例提高5个百分点，单个企业可达30万元 ,租赁公共海外仓、年海外销售额达200万美元以上，且海外仓年使用费用超过5万美元的企业,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1651055535010258945,自建海外仓一次性建设资金支持,商务部门,安徽省,,,对建设面积2000平方米以上，且年仓库货物交易额300万美元以上的海外仓，按当年固定资产投入给予最高5%的支持；对建设面积5000平方米以上，或年仓库货物交易额1000万美元以上的海外仓，按当年固定资产投入给予最高10%的支持，对在美国、欧盟、“一带一路”、RCEP等重点、新兴市场建设海外仓的支持比例提高5个百分点，单个企业可达200万元 ,建设面积2000平方米以上，且年仓库货物交易额300万美元以上海外仓的企业,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1651054550711967745,企业自行参加境外展会展位费支持,商务部门,安徽省,,,给予最多2个展位（或光地40平方米以内）展位费最高80%的补贴。单个企业支持最高可达60万元，其中单个展会最高5万元。 ,进出口额6500万美元以上重点企业和省级出口品牌企业,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1651053743996313601,支持境外统一组展参展,商务部门,安徽省,,,给予最多2个展位费（或光地40平方米以内）最高80%，人员国际机票费最多2人最高70%补贴，单个企业单个展会最高支持5万元。 ,进出口企业,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1651050148655702018,餐饮企业、品牌便利店、老字号企业1新设直营连锁店奖励,商务部门,安徽省,2023-04-01,2023-06-30,给予不超过项目总投资30%且不超过40万元的补助,"便利店、超市（含生鲜超市）品牌连锁企业新设直营连锁店分别达到20家、10家及以上的，或在各市确定的城市一刻钟便民生活圈建设试点社区内新设直营连锁店分别达到10家、5家及以上的。
餐饮企业新增单店面积超过3000平方米或新设直营网点达到10家及以上的，以及新增徽菜连锁企业且直营连锁店达到5家及以上的。
已认定的“中华老字号”、“安徽老字号”企业在申报期内新设直营连锁店达5家及以上的。",安徽省商务厅安徽省财政厅关于2023年商贸流通业发展促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1651041137587822593；https://www.ah.gov.cn/public/1681/564217821.html
1651048971562033154,省级特色商业街升级改造奖励,商务部门,安徽省,2023-04-01,2023-06-30,给予不超过项目总投资30%且不超过60万元的补助,"对已认定的“安徽特色商业街”开展的进一步升级改造（包括提升夜市品质）项目				
",安徽省商务厅安徽省财政厅关于2023年商贸流通业发展促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1651041137587822593；https://www.ah.gov.cn/public/1681/564217821.html
1651041647720046594,企业承揽境外工程项目资金支持,商务部门,安徽省,,,根据当年度实际完成营业额按比例给予不超过100万元的补助,对2023年实施的合同额1000万美元以上的项目,关于2023年对外投资合作促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648870586559160322；https://www.ah.gov.cn/public/1681/564217821.html
1651040826118807554,投资“一带一路”沿线国家和地区、开展国际产能和装备制造合作的实体经济项目资金支持,商务部门,安徽省,,,根据企业实际投资额按比例给予不超过200万元的补助,对2023年实际投资单个境外企业100万美元以上的项目,关于2023年对外投资合作促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648870586559160322；https://www.ah.gov.cn/public/1681/564217821.html
1651039237320646658,新获批省级跨境电商产业园奖励,商务部门,安徽省,,,对2023年新获批的省级跨境电商产业园给予最高100万元资金支持，对年度评估等次为优秀的给予最高30万元资金支持。,2023年新获批及评估等次优秀的省级跨境电商产业园,关于2023年省级外贸促进政策的通知；安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
1651037459199991809,中小企业“信保贷”融资贷款贴息,商务部门,安徽省,,,按照融资到期日的利息实际发生额，给予不超过30%的贴息，单个企业最高可达10万元。 ,对上年度出口额1000万美元以下的中小企业向商业银行申请的依托出口信用险保单增信发放的融资业务,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1651035817062866946,小微企业基本风险统保,商务部门,安徽省,,,对企业缴纳的出口信保费给予100%补贴,2023年出口额500万美元以下的小微企业,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1651032733729333249,国际市场资信调查费支持,商务部门,安徽省,2024-04-01,2024-06-30,给予资信调查费50%补贴，单个企业最高可达10万元。,2023年为开拓国际市场向出口信用险承办机构缴纳的资信调查费且达到1万元以上（含）的企业,关于2023年省级外贸促进政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690；https://www.ah.gov.cn/public/1681/564217821.html
1650811280551485441,服务合肥国际陆港中欧、中亚班列的集装箱运输车辆ETC通行费优惠,交通部门,安徽省,2023-03-01,2023-12-31,在规定的收费站点通行，给予省内高速公路实际通行费五折优惠,"对服务合肥国际陆港中欧、中亚班列的合法装载ETC套装集装箱运输车辆，在规定的收费站点通行，给予省内高速公路实际通行费五折优惠。

",安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知；关于印发《安徽省主要港口和中欧亚班列国际标准集装箱运输车辆高速公路差异化收费操作细则（试行）》的通知,https://www.ah.gov.cn/public/1681/564217821.html；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1651864912109674497
1650429614762926082,用地计划指标保障,自规部门,安徽省,2023-02-28,,纳入国家重大项目清单、国家军事设施重大项目清单的项目用地，以及纳入省级人民政府重大项目清单的能源、交通、水利、军事设施、产业单独选址项目用地。,纳入国家重大项目清单、国家军事设施重大项目清单的项目用地，以及纳入省级人民政府重大项目清单的能源、交通、水利、军事设施、产业单独选址项目用地。,安徽省自然资源厅关于2023年新增建设用地计划指标预安排的通知；关于积极做好用地用海要素保障的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1654318124800581633；https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1654317257233965058；https://www.ah.gov.cn/public/1681/564217821.html
1650323121128513538,降低收取船闸费,"发改部门,水利部门,交通部门",安徽省,2019-03-25,,办理船舶过闸缴费时直接减免。省管船闸重载船舶每吨次0.72元，空载船舶每吨次0.54元。,办理船舶过闸缴费时直接减免。省管船闸重载船舶每吨次0.72元，空载船舶每吨次0.54元。,安徽省发展改革委安徽省水利厅安徽省交通运输厅关于继续执行河道船闸船舶过闸费优惠政策的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1646436677091508225；https://www.ah.gov.cn/public/1681/564217821.html
1648989910850527233,2023年度省新兴产业发展专项引导资金补助类事项,发改部门,安徽省,2023-04-07,2023-09-30,详见政策文件,详见政策文件,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442；https://www.ah.gov.cn/public/1681/564217821.html
1648890250190315522,项目环评承诺制审批,生态部门,安徽省,2023-12-31,2023-12-31,按照法定流程和时限完成受理和审批。,在区域环境质量改善的情况下，县级以上地方政府书面承诺兑现排污总量指标来源。,安徽省生态环境厅关于强化生态环境保障和服务助力稳经济若干措施的通知；安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1582614867778531329；https://www.ah.gov.cn/public/1681/564217821.html
