serviceId,serviceName,policyId,policyTitle,policyNo,policyOffice,publishTime,policyFile,policyFileName,clause,policyDetailUrl,policyReadableUrl
1988150295010177026,省级电影专资奖励资助电影相关项目,1768477324046675970,安徽省财政厅 中共安徽省委宣传部关于印发 《安徽省省级国家电影事业发展专项 资金管理办法》的通知,皖财教〔2021〕114号,安徽省财政厅办公室,2021-03-10,安徽省财政厅 中共安徽省委宣传部关于印发 《安徽省省级国家电影事业发展专项 资金管理办法》的通知,安徽省财政厅 中共安徽省委宣传部关于印发《安徽省省级国家电影事业发展专项资金管理办法》的通知.pdf,1.对年度票房1000万元及以上、排名前30位的影院，每家最高奖励20万元。2.奖励影院安装先进技术设备，金额不超过设备采购支出的20%、最高50万元。3.对我省在央视电影频道黄金时段播出的影片，每部影片最高奖励50万元。4.资助我省优秀电影剧本创作生产，每部最高资助30万元。5.对我省创作生产的具有文化特色、艺术创新的影片，每部最高资助200万元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1768477324046675970,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1768477324046675970
1967506280756375554,新认定驰名商标的国内维权保护项目补助,1851193998144221186,安徽省省级知识产权保护专项资金管理办法,皖财〔2024〕870号,安徽省财政厅、安徽省市场监督管理局,2024-09-04,安徽省省级知识产权保护专项资金管理办法,附件2：安徽省省级知识产权专项资金管理办法（皖财行〔2024〕870号）.pdf,第九条第二项,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1965981785311227905,安徽省院士工作站登记备案,1965958350212247554,关于印发安徽省院士工作站管理办法的通知,皖科才〔2023〕5号,安徽省科学技术厅,2023-05-12,关于印发安徽省院士工作站管理办法的通知,皖科才〔2023〕5号关于印发《安徽省院士工作站管理办法》的通知.docx,"1.对新建登记备案院士工作站给予100万元资助。资助经费一般分三年按40%、30%、30%的比例拨付至承建单位。对具有重大影响和广阔发展前景、预期效益显著的，或同一家院士工作站入驻院士不止1位的，可采取“一事一议”方式确定资助金额。
2.有效期满综合绩效评价等级为优秀的院士工作站，给予80万元一次性奖励，经费由承建单位按规定自主支配。院士工作站取得“卡脖子”关键核心技术突破或获得国家科技奖等重大科技创新成就的，可采取“一事一议”方式确定绩效评价奖励金额。",https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1965958350212247554,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1965958350212247554
1963537758046351362,对经国家知识产权管理部门新认定的知识产权保护规范化市场、培育市场,1851193998144221186,安徽省省级知识产权保护专项资金管理办法,皖财〔2024〕870号,安徽省财政厅、安徽省市场监督管理局,2024-09-04,安徽省省级知识产权保护专项资金管理办法,附件2：安徽省省级知识产权专项资金管理办法（皖财行〔2024〕870号）.pdf,第九条第四项,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1963535964847173634,国家级知识产权信息公共服务网点,1851193998144221186,安徽省省级知识产权保护专项资金管理办法,皖财〔2024〕870号,安徽省财政厅、安徽省市场监督管理局,2024-09-04,安徽省省级知识产权保护专项资金管理办法,附件2：安徽省省级知识产权专项资金管理办法（皖财行〔2024〕870号）.pdf,第十一条,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1963534118275477505,新获得地理标志保护产品或地理标志商标,1851193998144221186,安徽省省级知识产权保护专项资金管理办法,皖财〔2024〕870号,安徽省财政厅、安徽省市场监督管理局,2024-09-04,安徽省省级知识产权保护专项资金管理办法,附件2：安徽省省级知识产权专项资金管理办法（皖财行〔2024〕870号）.pdf,第九条第六项,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1851193998144221186
1961265753564573698,支持外贸优品拓内销,1889138866281324546,安徽省商务厅 安徽省财政厅关于2024年省级外贸促进政策的通知,皖商办贸发函〔2024〕78号,安徽省商务厅 安徽省财政厅,2024-03-20,安徽省商务厅 安徽省财政厅关于2024年省级外贸促进政策的通知,安徽省商务厅 安徽省财政厅关于2024年省级外贸促进政策的通知.pdf,对进出口企业参加省商务厅统一组织或推荐参加的外贸优品拓内销展会活动，给予展位、营销等费用单个企业单场展会活动最高5000元的支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1889138866281324546,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1889138866281324546
1932345628012240897,中小微企业地方水利建设基金按90%收取（2025）,1928291318957793282,安徽省人民政府印发 《关于推动经济持续回升向好若干政策举措》的通知,皖政〔2025〕14号,安徽省人民政府,2025-01-25,安徽省人民政府印发 《关于推动经济持续回升向好若干政策举措》的通知,皖政〔2025〕14号.doc,第19条加大助企惠企力度中的“中小微企业地方水利建设基金按90%收取“。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1928291318957793282,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1928291318957793282
1932012488223809538,支持外贸转型升级基地建设,1928291318957793282,安徽省人民政府印发 《关于推动经济持续回升向好若干政策举措》的通知,皖政〔2025〕14号,安徽省人民政府,2025-01-25,安徽省人民政府印发 《关于推动经济持续回升向好若干政策举措》的通知,皖政〔2025〕14号.doc,对新认定或促进产贸融合发展成效明显的外贸转型升级基地给予最高100万元奖补。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1928291318957793282,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1928291318957793282
1674360104799215618,省级特色林业高质量发展示范园资金支持,1674356802422349826,安徽省林业局印发关于开展省级高质量发展示范园建设的实施意见的通知,林产函〔2021〕283号,安徽省林业局,2021-07-20,安徽省林业局印发关于开展省级高质量发展示范园建设的实施意见的通知,安徽省林业局印发关于开展省级高质量发展示范园建设的实施意见的通知.pdf,对新认定的省级特色林业高质量发展示范园给予最高100万元资金支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1674356802422349826,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1674356802422349826
1673263954582753281,进出口企业孵化培训经费,1648867098227826690,关于2023年省级外贸促进政策的通知,皖商办贸发函〔2023〕92号,安徽省商务厅 安徽省财政厅,2023-03-22,关于2023年省级外贸促进政策的通知,安徽省商务厅安徽省财政厅关于2023年省级外贸促进政策的通知.pdf,采取政府购买服务等方式，对省级外经贸等主体专题培训、孵化引育、跨境电商等新业态培育、跟踪服务、平台建设等给予一定支持。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1648867098227826690
1673263954582753281,进出口企业孵化培训经费,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,统筹整合各类创新创业资金，重点用于多元创业活动、创业路演、创业平台等。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1672886587251150849,支持中药产业公共服务平台建设,1645272364706877442,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,皖发改产业〔2023〕161号,安徽省发展改革委,2023-04-07,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知（皖发改产业〔2023〕161号）.pdf,对经评定的中药产业公共服务项目，按其固定资产投入（不含土地投入）的20%予以补助，最高500万元。补助资金采取分期分批拨付方式，项目启动后拨付50%，项目建成运营并通过验收后拨付剩余资金。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442
1672886587251150849,支持中药产业公共服务平台建设,1759836813175209985,安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,皖政〔2024〕12号,安徽省人民政府,2024-02-08,安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,关于巩固和增强经济回升向好态势若干政策举措的通知.doc,对产业基础、新材料、中药等领域产业公共服务平台项目给予最高500万元补助。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
1672884052524191745,实施新能源汽车和智能网联汽车产业技术创新工程,1645272364706877442,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,皖发改产业〔2023〕161号,安徽省发展改革委,2023-04-07,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知（皖发改产业〔2023〕161号）.pdf,对经审核认定的共性关键技术研发及产业化项目，给予承担单位投入最高20%的补助，单个项目省级补助金额最高1000万元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442
1672884052524191745,实施新能源汽车和智能网联汽车产业技术创新工程,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,安排省新兴产业专项引导资金10亿元，采取补助、贴息等方式，支持十大新兴产业高质量发展。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1671473427705155586,支持新材料产业重大研发产业化项目,1645272364706877442,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,皖发改产业〔2023〕161号,安徽省发展改革委,2023-04-07,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知（皖发改产业〔2023〕161号）.pdf,按年度制定新材料研发攻关产业化清单，采取“定绩效目标”“对号入座”方式实施重大研发攻关产业化项目。根据任务清单、绩效目标完成程度、成果形式等情况，按照研发费用和设备投入最高20%给予补助，单个项目省级最高补助500万元。省级补助资金中奖励项目科研团队的比例不低于50%。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442
1671473427705155586,支持新材料产业重大研发产业化项目,1759836813175209985,安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,皖政〔2024〕12号,安徽省人民政府,2024-02-08,安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,关于巩固和增强经济回升向好态势若干政策举措的通知.doc,对新材料领域重大研发产业化项目给予最高500万元补助。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
1671470372817391618,支持人工智能产业创新能力提升,1645272364706877442,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,皖发改产业〔2023〕161号,安徽省发展改革委,2023-04-07,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知（皖发改产业〔2023〕161号）.pdf,支持创新能力提升。对技术含量高、市场潜力大的研发按照不超过项目研发费用的50%予以补助，单个项目补助最高500万元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442
1671470372817391618,支持人工智能产业创新能力提升,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,安排省新兴产业专项引导资金10亿元，采取补助、贴息等方式，支持十大新兴产业高质量发展。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1669622490157993986,“未来新徽商”特训营第三方服务费支付,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,统筹整合各类创新创业资金，重点用于多元创业活动、创业路演、创业平台等。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1669622490157993986,“未来新徽商”特训营第三方服务费支付,1554011475789942785,安徽省人民政府关于印发创业安徽行动方案的通知,皖政〔2022〕63号,安徽省人民政府,2022-07-27,安徽省人民政府关于印发创业安徽行动方案的通知,安徽省人民政府关于印发创业安徽行动方案的通知.pdf,升级“未来新徽商特训营”，每年组织400名以上有发展潜质和领军潜力的初创型、成长型、发展型中小微企业负责人和“四带一自”产业帮扶经营主体负责人，到创新创业先进地区开展创业特训。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1554011475789942785,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1554011475789942785
1669148885477412866,省级创业研究院补助,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,统筹整合各类创新创业资金，重点用于多元创业活动、创业路演、创业平台等。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1669148885477412866,省级创业研究院补助,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,依托省内高校、公共就业人才服务机构、知名创业服务机构等，遴选认定一批省级创业研究院，最高给予50万元补助。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1669148885477412866,省级创业研究院补助,1674221215774187522,关于认定首批省级创业研究院的通知,皖人社秘〔2022〕212号,安徽省人力资源和社会保障厅 安徽省教育厅 安徽省财政厅,2022-10-31,关于认定首批省级创业研究院的通知,关于认定首批省级创业研究院的通知.pdf,对于认定的首批省级创业研究院，按照有关规定将给予每家最高50万元的资金资助，根据绩效评价情况，补助资金分3年拨付（2023年最高20万元，2024年最高20万元，2025年最高10万元）。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1674221215774187522,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1674221215774187522
1648508492408086530,支持省内骨干企业与央企、省外大型企业组建联合体,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,支持省内骨干企业与央企、省外大型企业组建联合体，参与抽水蓄能电站、跨江越河桥梁隧道、大型机场航站楼等高精尖项目竞争。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1672888643030536194,支持产业基础共性技术服务平台项目建设,1645272364706877442,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,皖发改产业〔2023〕161号,安徽省发展改革委,2023-04-07,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知,安徽省发展改革委关于2023年度省新兴产业发展专项引导资金补助类事项“免申即享”的通知（皖发改产业〔2023〕161号）.pdf,对经评定的产业公共服务平台项目，按其固定资产投入（不含土地投入）的20%予以补助，省级最高补助500万元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1645272364706877442
1672888643030536194,支持产业基础共性技术服务平台项目建设,1759836813175209985,安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,皖政〔2024〕12号,安徽省人民政府,2024-02-08,安徽省人民政府关于巩固和增强经济回升向好态势若干政策举措,关于巩固和增强经济回升向好态势若干政策举措的通知.doc,对产业基础、新材料、中药等领域产业公共服务平台项目给予最高500万元补助。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1759836813175209985
2043861402018082817,国家级专精特新“小巨人”企业奖补,1879806772912660481,安徽省制造业优质企业成长计划,皖政〔2024〕90号,安徽省人民政府,2024-12-29,安徽省制造业优质企业成长计划,安徽省人民政府关于印发《安徽省制造业优质企业成长计划》的通知.pdf,对新增的专精特新“小巨人”企业，省级给予一次性奖补100万元,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1879806772912660481,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1879806772912660481
2041710785156698114,省专精特新专板奖补,1879806772912660481,安徽省制造业优质企业成长计划,皖政〔2024〕90号,安徽省人民政府,2024-12-29,安徽省制造业优质企业成长计划,安徽省人民政府关于印发《安徽省制造业优质企业成长计划》的通知.pdf,对集中进入省“专精特新”专板培育的专精特新企业，省级给予一次性奖补20万元,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1879806772912660481,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1879806772912660481
2034075855456268289,培育卓越级、领航级智能工厂,2026950883933691905,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,皖政办〔2025〕8号,安徽省人民政府办公厅,2025-08-15,安徽省人民政府办公厅关于印发 《安徽省以新型技术改造推动制造业 高端化智能化绿色化发展行动方案》的通知,安徽省人民政府办公厅关于印发《安徽省以新型技术改造推动制造业高端化智能化绿色化发展行动方案》的通知.doc,对获评卓越级、领航级智能工厂的企业分别给予200万元、500万元一次性奖补。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2026950883933691905
2034075855456268289,培育卓越级、领航级智能工厂,2027281495567638530,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号,安徽省人民政府,2026-02-14,关于巩固拓展经济稳中向好势头若干政策举措,皖政〔2026〕15号.doc,获评工信部2O25年度卓越级智能工厂的企业给予200万元一次性奖补。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=2027281495567638530
1676490877819985921,新进入中国民营经济500强企业奖补,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,对新进入中国民营企业500强的企业给予一次性奖补100万元。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1676490877819985921,新进入中国民营经济500强企业奖补,1581901187441410050,安徽省人民政府关于印发支持制造强省建设若干政策的通知,皖政〔2017〕53号,安徽省人民政府,2017-04-22,安徽省人民政府关于印发支持制造强省建设若干政策的通知,关于印发支持制造强省建设若干政策的通知.pdf,对主营业务收入首次达到1000亿元、500亿元、100亿元、50亿元和新进入全国制造业500强、民营企业500强的企业，分别一次性奖励企业领导班子100万元、80万元、50万元、30万元、100万元、100万元，其中法人代表不少于40%。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1581901187441410050,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1581901187441410050
1658429755075764226,2023年省级数字化转型典型示范项目,1637974993549049858,安徽省人民政府办公厅关于印发以数字化转型推动制造业高端化智能化绿色化发展实施方案及支持政策的通知,皖政办﹝2023﹞2号,安徽省人民政府办公厅,2023-02-25,安徽省人民政府办公厅关于印发以数字化转型推动制造业高端化智能化绿色化发展实施方案及支持政策的通知,安徽省人民政府办公厅关于印发以数字化转型推动制造业高端化智能化绿色化发展实施方案及支持政策的通知(4).pdf,一、支持“数字领航”企业典型示范,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1637974993549049858,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1637974993549049858
1658429755075764226,2023年省级数字化转型典型示范项目,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,支持“龙头+产业链”“诊断+软件包”“园区+平台”“行业大脑”复制推广、工业互联网平台“培育+应用”，对省级典型示范项目按照设备购置额10%给予最高500万元补助。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1656156332857401346,合肥综合性国家科学中心建设奖补,1640255017218277377,合肥综合性国家科学中心办公室关于印发合肥综合性国家科学中心项目支持管理办法的通知,皖国科办〔2020〕1号,合肥综合性国家科学中心办公室,2020-02-11,合肥综合性国家科学中心办公室关于印发合肥综合性国家科学中心项目支持管理办法的通知,新项目管理办法（皖国科办〔2020〕1号）.pdf,第三章,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1640255017218277377,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1640255017218277377
1656156332857401346,合肥综合性国家科学中心建设奖补,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,省财政统筹安排25亿元，支持合肥综合性国家科学中心建设。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1655764323181174785,普惠型小微企业贷款风险补偿引导资金,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,推动金融机构援企助企。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1655764323181174785,普惠型小微企业贷款风险补偿引导资金,1655768393035980801,安徽省普惠型小微企业贷款风险补偿引导资金管理暂行办法,皖金〔2023〕7号,省地方金融监管局、省财政厅、人行合肥中心支行、安徽银保监局,2023-01-30,安徽省普惠型小微企业贷款风险补偿 引导资金管理暂行办法,关于印发安徽省普惠型小微企业贷款风险补偿引导资金管理暂行办法的通知.pdf, 风险补偿引导资金补偿对象,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1655768393035980801,http：//ahjr.ah.gov.cn/publ
1655507928619851777,省级服务业集聚示范园区认定奖补,1640180343910236161,安徽省人民政府关于印发加快发展现代服务业若干政策的通知,皖政〔2018〕85号,安徽省人民政府,2018-09-30,安徽省人民政府关于印发加快发展现代服务业若干政策的通知,皖政〔2018〕85号.docx,对省级现代服务业集聚示范园区，省服务业发展引导资金给予最高300万元奖补，并优先支持申报国家级示范园区。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1640180343910236161,https://fzggw.ah.gov.cn/public/7011/140798641.html
1655507928619851777,省级服务业集聚示范园区认定奖补,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,新认定服务业集聚示范园区10家左右，省服务业发展引导资金给予一次性奖补。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
1655462147670056962,委托旅行社或具有疗休养资质的文旅企业代办事项预付款比例不低于50%,1641292217456836610,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,皖政〔2023〕13号,安徽省人民政府,2023-02-28,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知,安徽省人民政府印发关于进一步提振市场信心促进经济平稳健康运行若干政策举措的通知.pdf,落实职工疗休养和带薪休假制度，委托旅行社或具有疗休养资质的文旅企业代理安排交通、住宿、餐饮、会务等事项的，预付款比例不低于50%。,https://www.ahzwfw.gov.cn/hqw-bsdt-portal/static/zcwj/detail?id=1641292217456836610,https://www.ah.gov.cn/public/1681/564217821.html
